,Nation,Player,Position,Season,"reihenfolge ASC, saison_id DESC, verein_id ASC",Club(s),Squad,Apps,PPM,Goals,own goals,Substituted on,Substituted off,Yellow cards,Yellow/red cards,Red cards,Conceded goals,Matches without conceded goals,Minutes played
0,France,HugoLloris,Keeper,17/18,Premier League,tottenham-hotspur,36,36,"2,03",0,0,0,0,1,0,0,35,15,3.240'
1,France,HugoLloris,Keeper,17/18,FA Cup,tottenham-hotspur,3,-,0,0,0,0,0,0,0,0,0,0,0
2,France,HugoLloris,Keeper,17/18,Champions League,tottenham-hotspur,7,7,"2,00",0,0,0,0,0,0,0,8,1,630'
3,France,HugoLloris,Keeper,16/17,Premier League,tottenham-hotspur,34,34,"2,29",0,0,0,1,0,0,0,24,15,3.005'
4,France,HugoLloris,Keeper,16/17,FA Cup,tottenham-hotspur,2,1,"0,00",0,0,0,0,0,0,0,4,0,90'
5,France,HugoLloris,Keeper,16/17,Europa League,tottenham-hotspur,2,2,"0,50",0,0,0,0,0,0,0,3,0,180'
6,France,HugoLloris,Keeper,16/17,Champions League,tottenham-hotspur,6,6,"1,17",0,0,0,0,0,0,0,6,2,540'
7,France,HugoLloris,Keeper,15/16,Premier League,tottenham-hotspur,38,37,"1,89",0,0,0,0,0,0,0,34,13,3.330'
8,France,HugoLloris,Keeper,15/16,Europa League,tottenham-hotspur,9,9,"1,78",0,0,0,0,0,0,0,11,2,810'
9,France,HugoLloris,Keeper,15/16,FA Cup,tottenham-hotspur,3,-,0,0,0,0,0,0,0,0,0,0,0
10,France,HugoLloris,Keeper,15/16,League Cup,tottenham-hotspur,1,-,0,0,0,0,0,0,0,0,0,0,0
11,France,HugoLloris,Keeper,15/16,U21 PL,tottenham-hotspur-u21,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
12,France,HugoLloris,Keeper,14/15,Premier League,tottenham-hotspur,35,35,"1,71",0,0,0,1,0,0,0,48,9,3.064'
13,France,HugoLloris,Keeper,14/15,League Cup,tottenham-hotspur,2,1,"0,00",0,0,0,0,0,0,0,2,0,90'
14,France,HugoLloris,Keeper,14/15,Europa League,tottenham-hotspur,9,8,"1,88",0,0,0,0,0,0,1,5,4,717'
15,France,HugoLloris,Keeper,14/15,FA Cup,tottenham-hotspur,1,-,0,0,0,0,0,0,0,0,0,0,0
16,France,HugoLloris,Keeper,13/14,Premier League,tottenham-hotspur,37,37,"1,86",0,0,0,0,2,0,0,50,14,3.330'
17,France,HugoLloris,Keeper,13/14,Europa League,tottenham-hotspur,7,6,"2,50",0,0,0,0,0,0,0,4,4,540'
18,France,HugoLloris,Keeper,13/14,FA Cup,tottenham-hotspur,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
19,France,HugoLloris,Keeper,13/14,League Cup,tottenham-hotspur,2,1,"0,00",0,0,0,0,0,0,0,2,0,120'
20,France,HugoLloris,Keeper,12/13,Premier League,tottenham-hotspur,34,27,"2,04",0,0,0,0,0,0,0,29,9,2.430'
21,France,HugoLloris,Keeper,12/13,Europa League,tottenham-hotspur,11,5,"1,40",0,0,0,0,0,0,0,3,2,510'
22,France,HugoLloris,Keeper,12/13,FA Cup,tottenham-hotspur,1,-,0,0,0,0,0,0,0,0,0,0,0
23,France,HugoLloris,Keeper,12/13,League Cup,tottenham-hotspur,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
24,France,HugoLloris,Keeper,12/13,Ligue 1,olympique-lyon,2,2,"2,00",0,0,0,0,0,0,0,2,0,180'
25,France,HugoLloris,Keeper,12/13,Trophée des Champions,olympique-lyon,1,1,"3,00",0,0,0,0,0,0,0,2,0,120'
26,France,HugoLloris,Keeper,11/12,Ligue 1,olympique-lyon,36,36,"1,61",0,1,0,0,0,0,1,48,6,3.194'
27,France,HugoLloris,Keeper,11/12,Coupe de France,olympique-lyon,4,4,"3,00",0,0,0,0,0,0,0,2,2,390'
28,France,HugoLloris,Keeper,11/12,Coupe de la Ligue,olympique-lyon,4,3,"2,00",0,0,0,0,0,0,0,4,0,330'
29,France,HugoLloris,Keeper,11/12,Champions League,olympique-lyon,8,8,"1,38",0,1,0,0,0,0,0,8,4,750'
30,France,HugoLloris,Keeper,11/12,Champions League Qualification,olympique-lyon,2,2,"2,00",0,0,0,0,0,0,0,2,0,180'
31,France,HugoLloris,Keeper,10/11,Ligue 1,olympique-lyon,37,37,"1,65",0,0,0,0,0,0,0,40,11,3.330'
32,France,HugoLloris,Keeper,10/11,Champions League,olympique-lyon,8,8,"1,38",0,0,0,0,0,0,0,14,2,720'
33,France,HugoLloris,Keeper,10/11,Coupe de France,olympique-lyon,2,2,"1,50",0,0,0,0,0,0,0,1,1,210'
34,France,HugoLloris,Keeper,09/10,Ligue 1,olympique-lyon,36,36,"1,92",0,0,0,0,1,0,0,33,16,3.240'
35,France,HugoLloris,Keeper,09/10,Champions League,olympique-lyon,12,12,"1,67",0,0,0,0,0,0,0,10,4,1.080'
36,France,HugoLloris,Keeper,09/10,Coupe de la Ligue,olympique-lyon,2,-,0,0,0,0,0,0,0,0,0,0,0
37,France,HugoLloris,Keeper,09/10,Coupe de France,olympique-lyon,2,2,"1,50",0,0,0,0,0,0,0,3,0,180'
38,France,HugoLloris,Keeper,09/10,Champions League Qualification,olympique-lyon,2,2,"3,00",0,0,0,0,0,0,0,2,0,180'
39,France,HugoLloris,Keeper,08/09,Ligue 1,olympique-lyon,35,35,"1,91",0,0,0,0,1,0,0,27,16,3.150'
40,France,HugoLloris,Keeper,08/09,Champions League,olympique-lyon,8,8,"1,50",0,0,0,0,0,0,0,16,1,720'
41,France,HugoLloris,Keeper,08/09,Coupe de France,olympique-lyon,2,2,"3,00",0,0,0,0,0,0,0,0,2,180'
42,France,HugoLloris,Keeper,08/09,Trophée des Champions,olympique-lyon,1,1,"0,00",0,0,0,0,0,0,0,0,1,120'
43,France,HugoLloris,Keeper,07/08,Ligue 1,ogc-nizza,30,30,"1,33",0,0,0,2,2,0,0,24,13,2.637'
44,France,HugoLloris,Keeper,07/08,Coupe de France,ogc-nizza,2,-,0,0,0,0,0,0,0,0,0,0,0
45,France,HugoLloris,Keeper,06/07,Ligue 1,ogc-nizza,37,37,"1,14",0,0,0,0,0,0,0,37,13,3.330'
46,France,HugoLloris,Keeper,06/07,Coupe de la Ligue,ogc-nizza,1,-,0,0,0,0,0,0,0,0,0,0,0
47,France,HugoLloris,Keeper,05/06,Ligue 1,ogc-nizza,19,5,"1,80",0,0,0,0,0,0,0,5,1,450'
48,France,HugoLloris,Keeper,05/06,Coupe de la Ligue,ogc-nizza,5,5,"2,40",0,0,0,0,0,0,0,3,3,510'
49,France,AlphonseAreola,Keeper,17/18,Ligue 1,fc-paris-saint-germain,37,34,"2,47",0,0,0,0,0,0,0,25,17,3.060'
50,France,AlphonseAreola,Keeper,17/18,Coupe de France,fc-paris-saint-germain,6,1,"3,00",0,0,0,0,0,0,0,0,1,90'
51,France,AlphonseAreola,Keeper,17/18,Coupe de la Ligue,fc-paris-saint-germain,4,-,0,0,0,0,0,0,0,0,0,0,0
52,France,AlphonseAreola,Keeper,17/18,Champions League,fc-paris-saint-germain,8,8,"1,88",0,0,0,0,0,0,0,9,4,720'
53,France,AlphonseAreola,Keeper,17/18,Trophée des Champions,fc-paris-saint-germain,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
54,France,AlphonseAreola,Keeper,16/17,Coupe de France,fc-paris-saint-germain,6,5,"3,00",0,0,0,0,0,0,0,0,5,450'
55,France,AlphonseAreola,Keeper,16/17,Ligue 1,fc-paris-saint-germain,35,15,"2,00",0,0,1,0,0,0,0,14,6,1.296'
56,France,AlphonseAreola,Keeper,16/17,Coupe de la Ligue,fc-paris-saint-germain,4,1,"3,00",0,0,0,0,0,0,0,0,1,90'
57,France,AlphonseAreola,Keeper,16/17,Champions League,fc-paris-saint-germain,8,6,"2,00",0,0,0,0,0,0,0,7,1,540'
58,France,AlphonseAreola,Keeper,16/17,Trophée des Champions,fc-paris-saint-germain,1,-,0,0,0,0,0,0,0,0,0,0,0
59,France,AlphonseAreola,Keeper,15/16,LaLiga,fc-villarreal,36,32,"1,84",0,0,0,0,1,0,0,26,15,2.880'
60,France,AlphonseAreola,Keeper,15/16,Europa League,fc-villarreal,13,5,"2,00",0,0,0,0,0,0,0,6,2,450'
61,France,AlphonseAreola,Keeper,15/16,Copa del Rey,fc-villarreal,4,-,0,0,0,0,0,0,0,0,0,0,0
62,France,AlphonseAreola,Keeper,14/15,Ligue 1,sc-bastia,37,36,"1,28",0,0,0,0,1,0,0,43,11,3.240'
63,France,AlphonseAreola,Keeper,14/15,Coupe de la Ligue,sc-bastia,4,3,"2,00",0,0,0,0,0,0,0,5,1,330'
64,France,AlphonseAreola,Keeper,14/15,Coupe de France,sc-bastia,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
65,France,AlphonseAreola,Keeper,13/14,Ligue 2,rc-lens,36,35,"1,74",0,0,0,1,0,0,0,31,12,3.129'
66,France,AlphonseAreola,Keeper,13/14,Coupe de France,rc-lens,4,1,"3,00",0,0,0,0,0,0,0,1,0,150'
67,France,AlphonseAreola,Keeper,13/14,Coupe de la Ligue,rc-lens,2,-,0,0,0,0,0,0,0,0,0,0,0
68,France,AlphonseAreola,Keeper,12/13,Ligue 1,fc-paris-saint-germain,7,2,"3,00",0,0,1,1,0,0,0,1,1,104'
69,France,AlphonseAreola,Keeper,12/13,Coupe de France,fc-paris-saint-germain,1,-,0,0,0,0,0,0,0,0,0,0,0
70,France,AlphonseAreola,Keeper,12/13,Coupe de la Ligue,fc-paris-saint-germain,1,-,0,0,0,0,0,0,0,0,0,0,0
71,France,AlphonseAreola,Keeper,11/12,Ligue 1,fc-paris-saint-germain,2,-,0,0,0,0,0,0,0,0,0,0,0
72,France,AlphonseAreola,Keeper,10/11,Ligue 1,fc-paris-saint-germain,2,-,0,0,0,0,0,0,0,0,0,0,0
73,France,AlphonseAreola,Keeper,10/11,Europa League,fc-paris-saint-germain,1,-,0,0,0,0,0,0,0,0,0,0,0
74,France,AlphonseAreola,Keeper,10/11,Europa League Qualifiers,fc-paris-saint-germain,1,-,0,0,0,0,0,0,0,0,0,0,0
75,France,SteveMandanda,Keeper,17/18,Ligue 1,olympique-marseille,31,31,"2,03",0,0,0,2,0,0,1,37,12,2.683'
76,France,SteveMandanda,Keeper,17/18,Europa League,olympique-marseille,7,7,"1,57",0,0,0,0,0,0,0,8,1,630'
77,France,SteveMandanda,Keeper,17/18,Coupe de France,olympique-marseille,3,3,"2,00",0,0,0,0,0,0,0,3,2,300'
78,France,SteveMandanda,Keeper,17/18,Europa League Qualifiers,olympique-marseille,4,4,"2,00",0,0,0,0,0,0,0,3,2,360'
79,France,SteveMandanda,Keeper,16/17,Premier League,crystal-palace,9,9,"1,22",0,0,0,0,0,0,0,17,0,810'
80,France,SteveMandanda,Keeper,16/17,EFL Cup,crystal-palace,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
81,France,SteveMandanda,Keeper,15/16,Coupe de France,olympique-marseille,6,6,"2,50",0,0,0,0,0,0,0,4,5,570'
82,France,SteveMandanda,Keeper,15/16,Ligue 1,olympique-marseille,36,36,"1,28",0,0,0,0,5,0,0,40,9,3.240'
83,France,SteveMandanda,Keeper,15/16,Europa League,olympique-marseille,8,8,"1,63",0,0,0,0,1,0,0,9,2,720'
84,France,SteveMandanda,Keeper,15/16,Coupe de la Ligue,olympique-marseille,2,-,0,0,0,0,0,0,0,0,0,0,0
85,France,SteveMandanda,Keeper,14/15,Ligue 1,olympique-marseille,38,38,"1,82",0,0,0,0,2,0,0,42,12,3.420'
86,France,SteveMandanda,Keeper,14/15,Coupe de France,olympique-marseille,1,-,0,0,0,0,0,0,0,0,0,0,0
87,France,SteveMandanda,Keeper,14/15,Coupe de la Ligue,olympique-marseille,1,-,0,0,0,0,0,0,0,0,0,0,0
88,France,SteveMandanda,Keeper,13/14,Ligue 1,olympique-marseille,38,38,"1,58",0,0,0,1,0,0,0,40,9,3.352'
89,France,SteveMandanda,Keeper,13/14,Coupe de France,olympique-marseille,1,1,"0,00",0,0,0,0,0,0,0,5,0,90'
90,France,SteveMandanda,Keeper,13/14,Coupe de la Ligue,olympique-marseille,2,2,"1,50",0,0,0,0,0,0,0,3,0,180'
91,France,SteveMandanda,Keeper,13/14,Champions League,olympique-marseille,6,6,"0,00",0,0,0,0,0,0,0,14,0,540'
92,France,SteveMandanda,Keeper,12/13,Ligue 1,olympique-marseille,38,38,"1,87",0,0,0,0,4,0,0,36,18,3.420'
93,France,SteveMandanda,Keeper,12/13,Coupe de France,olympique-marseille,3,3,"2,00",0,0,0,0,0,0,0,4,0,300'
94,France,SteveMandanda,Keeper,12/13,Europa League,olympique-marseille,7,7,"1,29",0,0,0,0,0,0,0,9,1,630'
95,France,SteveMandanda,Keeper,12/13,Coupe de la Ligue,olympique-marseille,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
96,France,SteveMandanda,Keeper,12/13,Europa League Qualifiers,olympique-marseille,2,2,"2,00",0,0,0,0,0,0,0,1,1,180'
97,France,SteveMandanda,Keeper,11/12,Ligue 1,olympique-marseille,38,38,"1,26",0,0,0,0,2,0,0,41,11,3.420'
98,France,SteveMandanda,Keeper,11/12,Coupe de la Ligue,olympique-marseille,3,2,"3,00",0,0,0,0,0,0,0,1,1,210'
99,France,SteveMandanda,Keeper,11/12,Champions League,olympique-marseille,9,9,"1,44",0,0,0,0,0,1,0,7,4,810'
100,France,SteveMandanda,Keeper,11/12,Coupe de France,olympique-marseille,3,2,"3,00",0,0,0,0,0,0,0,1,1,210'
101,France,SteveMandanda,Keeper,11/12,Trophée des Champions,olympique-marseille,1,1,"3,00",0,0,0,0,0,0,0,4,0,90'
102,France,SteveMandanda,Keeper,10/11,Ligue 1,olympique-marseille,38,38,"1,79",0,0,0,0,1,0,0,39,12,3.420'
103,France,SteveMandanda,Keeper,10/11,Coupe de la Ligue,olympique-marseille,3,3,"3,00",0,0,0,0,0,0,0,1,2,270'
104,France,SteveMandanda,Keeper,10/11,Champions League,olympique-marseille,8,8,"1,63",0,0,0,0,0,0,0,5,5,720'
105,France,SteveMandanda,Keeper,10/11,Trophée des Champions,olympique-marseille,1,1,"3,00",0,0,0,0,0,0,0,0,1,120'
106,France,SteveMandanda,Keeper,09/10,Ligue 1,olympique-marseille,36,36,"2,00",0,1,0,0,0,0,1,32,14,3.177'
107,France,SteveMandanda,Keeper,09/10,Coupe de la Ligue,olympique-marseille,2,2,"3,00",0,0,0,1,0,0,0,2,0,135'
108,France,SteveMandanda,Keeper,09/10,Europa League,olympique-marseille,4,4,"1,75",0,0,0,0,0,0,0,5,0,360'
109,France,SteveMandanda,Keeper,09/10,Coupe de France,olympique-marseille,2,2,"1,50",0,0,0,0,0,0,0,3,1,180'
110,France,SteveMandanda,Keeper,09/10,Champions League,olympique-marseille,6,6,"1,17",0,0,0,0,0,0,0,10,1,540'
111,France,SteveMandanda,Keeper,08/09,Ligue 1,olympique-marseille,38,38,"2,03",0,1,0,1,0,0,0,35,17,3.375'
112,France,SteveMandanda,Keeper,08/09,UEFA Cup,olympique-marseille,6,6,"1,17",0,0,0,0,0,0,0,8,1,600'
113,France,SteveMandanda,Keeper,08/09,Coupe de France,olympique-marseille,2,2,"1,50",0,0,0,0,0,0,0,2,0,210'
114,France,SteveMandanda,Keeper,08/09,Champions League,olympique-marseille,6,6,"0,67",0,0,0,0,0,0,0,7,2,540'
115,France,SteveMandanda,Keeper,08/09,Coupe de la Ligue,olympique-marseille,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
116,France,SteveMandanda,Keeper,08/09,Champions League Qualification,olympique-marseille,2,2,"3,00",0,0,0,0,0,0,0,1,1,180'
117,France,SteveMandanda,Keeper,07/08,Ligue 1,olympique-marseille,34,34,"1,74",0,0,0,0,0,0,0,41,8,3.060'
118,France,SteveMandanda,Keeper,07/08,Coupe de France,olympique-marseille,3,2,"3,00",0,0,0,0,0,0,0,1,1,180'
119,France,SteveMandanda,Keeper,07/08,UEFA Cup,olympique-marseille,4,4,"1,50",0,0,0,0,1,0,0,5,1,360'
120,France,SteveMandanda,Keeper,07/08,Coupe de la Ligue,olympique-marseille,2,2,"1,50",0,0,0,0,0,0,0,3,0,210'
121,France,SteveMandanda,Keeper,07/08,Champions League,olympique-marseille,6,6,"1,17",0,0,0,0,1,0,0,9,2,540'
122,France,SteveMandanda,Keeper,06/07,Ligue 2,ac-le-havre,37,37,"1,49",0,0,0,0,0,0,0,38,13,3.330'
123,France,SteveMandanda,Keeper,06/07,Coupe de la Ligue,ac-le-havre,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
124,France,SteveMandanda,Keeper,05/06,Ligue 2,ac-le-havre,35,30,"1,53",0,0,0,0,0,0,1,28,12,2.630'
125,France,SteveMandanda,Keeper,05/06,Coupe de la Ligue,ac-le-havre,2,2,"1,50",0,0,0,0,0,0,0,1,1,210'
126,France,SteveMandanda,Keeper,04/05,Coupe de la Ligue,ac-le-havre,1,-,0,0,0,0,0,0,0,0,0,0,0
127,France,SteveMandanda,Keeper,04/05,Ligue 2,ac-le-havre,7,-,0,0,0,0,0,0,0,0,0,0,0
665,Spain,DaviddeGea,Keeper,17/18,FA Cup,manchester-united,3,2,"1,50",0,0,0,0,0,0,0,2,0,180'
666,Spain,DaviddeGea,Keeper,17/18,Premier League,manchester-united,37,37,"2,11",0,0,0,0,0,0,0,28,18,3.330'
667,Spain,DaviddeGea,Keeper,17/18,Champions League,manchester-united,6,6,"2,17",0,0,0,0,0,0,0,3,4,540'
668,Spain,DaviddeGea,Keeper,17/18,UEFA Supercup,manchester-united,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
669,Spain,DaviddeGea,Keeper,16/17,Europa League,manchester-united,14,3,"1,00",0,0,0,0,0,0,0,4,0,300'
670,Spain,DaviddeGea,Keeper,16/17,Premier League,manchester-united,35,35,"1,77",0,0,0,0,2,0,0,29,14,3.150'
671,Spain,DaviddeGea,Keeper,16/17,FA Cup,manchester-united,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
672,Spain,DaviddeGea,Keeper,16/17,EFL Cup,manchester-united,5,5,"2,40",0,0,0,0,0,0,0,5,2,450'
673,Spain,DaviddeGea,Keeper,16/17,Community Shield,manchester-united,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
674,Spain,DaviddeGea,Keeper,15/16,FA Cup,manchester-united,6,6,"2,67",0,0,0,0,0,0,0,5,1,570'
675,Spain,DaviddeGea,Keeper,15/16,Premier League,manchester-united,34,34,"1,74",0,1,0,0,0,0,0,33,15,3.060'
676,Spain,DaviddeGea,Keeper,15/16,Europa League,manchester-united,2,2,"0,50",0,0,0,0,0,0,0,3,0,180'
677,Spain,DaviddeGea,Keeper,15/16,Champions League,manchester-united,6,6,"1,33",0,0,0,0,0,0,0,7,2,540'
678,Spain,DaviddeGea,Keeper,15/16,League Cup,manchester-united,2,1,"3,00",0,0,0,0,0,0,0,0,1,120'
679,Spain,DaviddeGea,Keeper,14/15,Premier League,manchester-united,37,37,"1,86",0,0,0,1,0,0,0,36,11,3.314'
680,Spain,DaviddeGea,Keeper,14/15,FA Cup,manchester-united,5,5,"2,00",0,0,0,0,0,0,0,3,3,450'
681,Spain,DaviddeGea,Keeper,14/15,League Cup,manchester-united,1,1,"0,00",0,0,0,0,0,0,0,4,0,90'
682,Spain,DaviddeGea,Keeper,13/14,Premier League,manchester-united,38,37,"1,65",0,0,0,0,1,0,0,43,12,3.330'
683,Spain,DaviddeGea,Keeper,13/14,Champions League,manchester-united,10,10,"1,80",0,0,0,0,0,0,0,9,5,900'
684,Spain,DaviddeGea,Keeper,13/14,League Cup,manchester-united,4,4,"1,75",0,0,0,0,0,0,0,3,2,390'
685,Spain,DaviddeGea,Keeper,13/14,FA Cup,manchester-united,1,-,0,0,0,0,0,0,0,0,0,0,0
686,Spain,DaviddeGea,Keeper,13/14,Community Shield,manchester-united,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
687,Spain,DaviddeGea,Keeper,12/13,Premier League,manchester-united,37,28,"2,50",0,0,0,0,0,0,0,26,11,2.520'
688,Spain,DaviddeGea,Keeper,12/13,FA Cup,manchester-united,5,5,"1,60",0,0,0,0,0,0,0,7,0,450'
689,Spain,DaviddeGea,Keeper,12/13,Champions League,manchester-united,7,7,"1,86",0,0,0,0,0,0,0,8,1,630'
690,Spain,DaviddeGea,Keeper,12/13,League Cup,manchester-united,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
691,Spain,DaviddeGea,Keeper,11/12,Premier League,manchester-united,37,29,"2,24",0,0,0,0,0,0,0,29,13,2.610'
692,Spain,DaviddeGea,Keeper,11/12,Europa League,manchester-united,4,4,"0,75",0,0,0,0,0,0,0,7,1,360'
693,Spain,DaviddeGea,Keeper,11/12,FA Cup,manchester-united,2,1,"0,00",0,0,0,0,0,0,0,2,0,90'
694,Spain,DaviddeGea,Keeper,11/12,Champions League,manchester-united,6,4,"1,25",0,0,0,0,0,0,0,7,1,360'
695,Spain,DaviddeGea,Keeper,11/12,League Cup,manchester-united,2,-,0,0,0,0,0,0,0,0,0,0,0
696,Spain,DaviddeGea,Keeper,11/12,Community Shield,manchester-united,1,1,"3,00",0,0,0,0,0,0,0,2,0,90'
697,Spain,DaviddeGea,Keeper,10/11,LaLiga,atletico-madrid,38,38,"1,53",0,0,0,0,1,0,0,53,11,3.420'
698,Spain,DaviddeGea,Keeper,10/11,Copa del Rey,atletico-madrid,5,5,"1,40",0,0,0,0,0,0,0,5,2,450'
699,Spain,DaviddeGea,Keeper,10/11,Europa League,atletico-madrid,6,5,"1,00",0,0,0,0,1,0,0,7,0,450'
700,Spain,DaviddeGea,Keeper,10/11,UEFA Supercup,atletico-madrid,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
701,Spain,DaviddeGea,Keeper,09/10,Copa del Rey,atletico-madrid,9,7,"1,43",0,0,0,0,0,0,0,10,2,630'
702,Spain,DaviddeGea,Keeper,09/10,LaLiga,atletico-madrid,34,19,"1,42",0,0,0,0,1,0,0,28,3,1.710'
703,Spain,DaviddeGea,Keeper,09/10,Europa League,atletico-madrid,9,8,"1,38",0,0,0,1,0,0,0,7,4,761'
704,Spain,DaviddeGea,Keeper,09/10,Champions League,atletico-madrid,5,1,"0,00",0,0,1,0,0,0,0,2,0,65'
705,Spain,KepaArrizabalaga,Keeper,17/18,LaLiga,athletic-bilbao,31,30,"1,00",0,0,0,0,3,0,0,43,7,2.700'
706,Spain,KepaArrizabalaga,Keeper,17/18,Europa League,athletic-bilbao,10,-,0,0,0,0,0,0,0,0,0,0,0
707,Spain,KepaArrizabalaga,Keeper,17/18,Copa del Rey,athletic-bilbao,1,1,"1,00",0,0,0,0,0,0,0,1,0,90'
708,Spain,KepaArrizabalaga,Keeper,17/18,Europa League Qualifiers,athletic-bilbao,4,-,0,0,0,0,0,0,0,0,0,0,0
709,Spain,KepaArrizabalaga,Keeper,16/17,LaLiga,athletic-bilbao,25,23,"1,96",0,0,0,1,1,0,0,22,8,2.016'
710,Spain,KepaArrizabalaga,Keeper,16/17,Copa del Rey,athletic-bilbao,3,-,0,0,0,0,0,0,0,0,0,0,0
711,Spain,KepaArrizabalaga,Keeper,16/17,Europa League,athletic-bilbao,2,-,0,0,0,0,0,0,0,0,0,0,0
712,Spain,KepaArrizabalaga,Keeper,15/16,LaLiga2,real-valladolid,40,39,"1,23",0,0,0,0,4,0,0,46,12,3.510'
713,Spain,KepaArrizabalaga,Keeper,15/16,Copa del Rey,real-valladolid,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
714,Spain,KepaArrizabalaga,Keeper,14/15,LaLiga2,sd-ponferradina,20,20,"1,30",0,0,0,0,2,0,0,19,7,1.800'
715,Spain,KepaArrizabalaga,Keeper,14/15,2ª B - Grupo II,athletic-bilbao-b-bilbao-athletic-,17,17,"1,59",0,0,0,0,0,0,0,11,9,1.530'
716,Spain,KepaArrizabalaga,Keeper,13/14,2ª B - Grupo II,athletic-bilbao-b-bilbao-athletic-,27,26,"1,73",0,0,1,0,0,0,0,26,9,2.318'
717,Spain,KepaArrizabalaga,Keeper,13/14,LaLiga,athletic-bilbao,1,-,0,0,0,0,0,0,0,0,0,0,0
718,Spain,KepaArrizabalaga,Keeper,12/13,2ª B - Grupo II,athletic-bilbao-b-bilbao-athletic-,11,7,"2,00",0,0,0,0,1,1,0,7,1,620'
719,Spain,KepaArrizabalaga,Keeper,12/13,Europa League,athletic-bilbao,2,-,0,0,0,0,0,0,0,0,0,0,0
720,Spain,KepaArrizabalaga,Keeper,11/12,LaLiga,athletic-bilbao,1,-,0,0,0,0,0,0,0,0,0,0,0
721,Spain,PepeReina,Keeper,17/18,Serie A,ssc-neapel,38,37,"2,43",0,0,0,0,1,0,0,29,18,3.330'
722,Spain,PepeReina,Keeper,17/18,Europa League,ssc-neapel,2,2,"1,50",0,0,0,0,0,0,0,3,1,180'
723,Spain,PepeReina,Keeper,17/18,Coppa Italia,ssc-neapel,2,-,0,0,0,0,0,0,0,0,0,0,0
724,Spain,PepeReina,Keeper,17/18,Champions League,ssc-neapel,6,6,"1,00",0,0,0,0,1,0,0,11,1,540'
725,Spain,PepeReina,Keeper,17/18,Champions League Qualification,ssc-neapel,2,2,"3,00",0,0,0,0,0,0,0,0,2,180'
726,Spain,PepeReina,Keeper,16/17,Serie A,ssc-neapel,38,37,"2,30",0,0,0,0,1,0,0,38,12,3.330'
727,Spain,PepeReina,Keeper,16/17,Coppa Italia,ssc-neapel,4,3,"2,00",0,0,0,0,1,0,0,5,1,270'
728,Spain,PepeReina,Keeper,16/17,Champions League,ssc-neapel,8,8,"1,38",0,0,0,0,1,0,0,14,1,720'
729,Spain,PepeReina,Keeper,15/16,Serie A,ssc-neapel,38,37,"2,22",0,0,0,0,1,0,0,29,15,3.330'
730,Spain,PepeReina,Keeper,15/16,Europa League,ssc-neapel,5,5,"2,00",0,0,0,0,0,0,0,3,2,450'
731,Spain,PepeReina,Keeper,15/16,Coppa Italia,ssc-neapel,2,2,"1,50",0,0,0,0,0,0,0,2,1,180'
732,Spain,PepeReina,Keeper,14/15,Champions League,fc-bayern-munchen,8,-,0,0,0,0,0,0,0,0,0,0,0
733,Spain,PepeReina,Keeper,14/15,1.Bundesliga,fc-bayern-munchen,23,3,"2,00",0,0,0,0,0,0,1,0,3,193'
734,Spain,PepeReina,Keeper,14/15,DFB-Pokal,fc-bayern-munchen,4,-,0,0,0,0,0,0,0,0,0,0,0
735,Spain,PepeReina,Keeper,14/15,DFL-Supercup,fc-bayern-munchen,1,-,0,0,0,0,0,0,0,0,0,0,0
736,Spain,PepeReina,Keeper,13/14,Serie A,ssc-neapel,35,30,"2,00",0,1,0,3,0,0,0,29,10,2.599'
737,Spain,PepeReina,Keeper,13/14,Coppa Italia,ssc-neapel,4,4,"2,25",0,0,0,0,1,0,0,4,2,360'
738,Spain,PepeReina,Keeper,13/14,Europa League,ssc-neapel,4,4,"1,25",0,0,1,0,0,0,0,4,1,314'
739,Spain,PepeReina,Keeper,13/14,Champions League,ssc-neapel,5,5,"1,80",0,0,0,0,0,0,0,9,0,450'
740,Spain,PepeReina,Keeper,12/13,Premier League,fc-liverpool,32,31,"1,58",0,0,0,0,1,0,0,34,14,2.790'
741,Spain,PepeReina,Keeper,12/13,Europa League,fc-liverpool,7,7,"1,57",0,0,0,0,0,0,0,9,2,630'
742,Spain,PepeReina,Keeper,12/13,Europa League Qualifiers,fc-liverpool,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
743,Spain,PepeReina,Keeper,11/12,Premier League,fc-liverpool,34,34,"1,41",0,0,0,0,0,0,1,35,12,3.052'
